laptop_id,Name,Price,Rating,Total_Reviews,Product_Link,Processor,RAM,Operating_System,Storage,Warranty
329,"Lenovo IdeaPad Slim 5",75990,4,5,https://www.flipkart.com/lenovo-ideapad-slim-5-amd-ryzen-ai-quad-core-330-16-gb-512-gb-ssd-windows-11-home-14akp10-thin-light-laptop/p/itma1b2b7a459656?pid=COMHG4WWVPST88B3&lid=LSTCOMHG4WWVPST88B3DBQZ1X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_363&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMHG4WWVPST88B3.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen AI 5 Quad Core Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Carry-in Warranty"
330,"DELL Inspiron 3530 (2026)",64990,4.3,1450,https://www.flipkart.com/dell-inspiron-3530-2026-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-15-dc-15250-thin-light-laptop/p/itm672bf7685863c?pid=COMH8EPFKUECHFVR&lid=LSTCOMH8EPFKUECHFVRPWSCCI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_364&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMH8EPFKUECHFVR.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (13th Gen)","8 GB DDR4 RAM","Windows 11","512 GB SSD","1 Year Onsite Warranty"
331,"HP 15 G10 (2025)",42500,4,398,https://www.flipkart.com/hp-15-g10-2025-amd-athlon-dual-core-7120u-8-gb-256-gb-ssd-windows-11-home-thin-light-laptop/p/itm0801fb35a64f2?pid=COMH9Z2CMDZNBKGS&lid=LSTCOMH9Z2CMDZNBKGSF0FJ0P&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_365&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMH9Z2CMDZNBKGS.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"AMD Athlon Dual Core Processor","8 GB DDR4 RAM","64 bit Windows 11 Home","256 GB SSD","1 Year Onsite Warranty"
332,"Acer Aspire 7",83999,4.2,3923,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-nvidia-2050-144-hz-a715-76g-59wg-gaming-laptop/p/itm45fad0c290245?pid=COMGRHJUAHMRWTHH&lid=LSTCOMGRHJUAHMRWTHHCS64PV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_366&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMGRHJUAHMRWTHH.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (12th Gen)","8 GB DDR4 RAM","Windows 11","512 GB SSD","1 Year Onsite Warranty"
333,"HP 15 (i5 14th Gen)",82990,4.2,195,https://www.flipkart.com/hp-15-i5-14th-gen-intel-core-5-120u-24-gb-512-gb-ssd-windows-11-home-15-fd0262tu-thin-light-laptop/p/itm027a3317f4ff9?pid=COMHM94A7PHVCQT7&lid=LSTCOMHM94A7PHVCQT7QTPOH7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_371&otracker=search&fm=organic&iid=en_72249mJvPu-LQEMY4u6rcj498Mge8K3AXpxWZubNo7kscytq7A7YiztWb3XN2KL4ajNODExQ3AD2YwLVEpFEnL-0TByd-y2aowfbZcqv2qAXcHafzxkgImFZVj1dOosf&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core 5 Processor","24 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Service"
334,"HP Omnibook 3 2K WUXGA",72990,4.1,11,https://www.flipkart.com/hp-omnibook-3-2k-wuxga-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-14-hz0024qu-laptop/p/itmbd5346cd09abc?pid=COMHZGK2ACSECZB5&lid=LSTCOMHZGK2ACSECZB52ALLPO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_367&otracker=search&fm=organic&iid=en_72249mJvPu-LQEMY4u6rcj498Mge8K3AXpxWZubNo7kCav6xTVKsnJAACBJXXZxlQDaMOpjaAqIhVlr2eDOqkK8WMJxc_eOD3pdFe_35DQUXcHafzxkgImFZVj1dOosf&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Snapdragon X Processor","16 GB LPDDR5X RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Service"
335,"DELL 15 (Previouly Inspiron)",57990,4.5,6,https://www.flipkart.com/dell-15-previouly-inspiron-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-dc15255-thin-light-laptop/p/itmb80bb4e819164?pid=COMHDXXUHGDCHMQX&lid=LSTCOMHDXXUHGDCHMQXUEUE9X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_368&otracker=search&fm=organic&iid=en_72249mJvPu-LQEMY4u6rcj498Mge8K3AXpxWZubNo7nVUaXEVcaj8bjhlG5LRsOiKS7KjhXWMehRCKPAR7kLILb6bL0Zx_kaK68EeWHdQeAXcHafzxkgImFZVj1dOosf&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 5 Quad Core Processor","8 GB LPDDR5 RAM","Windows 11","512 GB SSD","1 Year Onsite Warranty"
336,"Samsung Galaxy Book5 AI Metal",84990,4.6,837,https://www.flipkart.com/samsung-galaxy-book5-ai-metal-intel-core-ultra-5-225u-16-gb-512-gb-ssd-windows-11-home-np750xhd-thin-light-laptop/p/itmc33d2563d0ffc?pid=COMHE4ATPCZ9FXRP&lid=LSTCOMHE4ATPCZ9FXRP7N1GVG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_372&otracker=search&fm=organic&iid=en_72249mJvPu-LQEMY4u6rcj498Mge8K3AXpxWZubNo7l0y9CtQnRIET3VGIBxhtqZ3WHJiuMjlX0EHxFVCjPkyeBu1d32v--9VSkIFt_qqVQXcHafzxkgImFZVj1dOosf&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 5 Processor","16 GB LPDDR5X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
337,"ASUS Vivobook 14 (2025)",68200,4.4,693,https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-backlit-keyboard-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-x1407qa-ly058ws-thin-light-laptop/p/itmdd8d45d692530?pid=COMHCQ5ED4R4MAEX&lid=LSTCOMHCQ5ED4R4MAEXTVKTLC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_369&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMHCQ5ED4R4MAEX.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Snapdragon X Processor","16 GB LPDDR5X RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
338,"Lenovo LOQ",66490,4.3,2023,https://www.flipkart.com/lenovo-loq-intel-core-i5-12th-gen-12450hx-12-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-65-w-15iax9-gaming-laptop/p/itme3e94a3f73f71?pid=COMHY9Z8AFVPHVJF&lid=LSTCOMHY9Z8AFVPHVJFAMRSWH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_373&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMHY9Z8AFVPHVJF.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (12th Gen)","12 GB DDR5 RAM","64 bit Windows 11","512 GB SSD","1Yr Warranty and 1 Yr Accidental Damage Protection"
339,"ASUS Vivobook 14 (2025)",73990,4.4,526,https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-backlit-keyboard-intel-core-ultra-5-225h-16-gb-512-gb-ssd-windows-11-home-x1407ca-ly159ws-thin-light-laptop/p/itm88707104a2719?pid=COMHCQ5EYSZXV4AN&lid=LSTCOMHCQ5EYSZXV4ANXQSULY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_374&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMHCQ5EYSZXV4AN.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 5 Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
340,"ASUS Vivobook 14 (2025)",73990,4.4,526,https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-intel-core-ultra-5-225h-16-gb-512-gb-ssd-windows-11-home-x1407ca-ly160ws-thin-light-laptop/p/itmfeb2507e526d6?pid=COMHEZZTFGZGFEYX&lid=LSTCOMHEZZTFGZGFEYXCQRUXA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_375&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMHEZZTFGZGFEYX.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 5 Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
341,Lenovo,49990,4.5,11,https://www.flipkart.com/lenovo-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-thinkbook-16-g6-thin-light-laptop/p/itm01aaa84e12847?pid=COMH2755JQVCJ8JF&lid=LSTCOMH2755JQVCJ8JFGHP4D3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_376&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMH2755JQVCJ8JF.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (13th Gen)","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1Year Premier Support"
342,"HP 14 AI PC",79990,4.1,790,https://www.flipkart.com/hp-14-ai-pc-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-14-ep1151tu-14-gr1036tu-14-ep1151tu-thin-light-laptop/p/itm4c681812b88bf?pid=COMHF8G932EYZAJF&lid=LSTCOMHF8G932EYZAJFOUI9CA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_377&otracker=search&fm=organic&iid=en_72249mJvPu-LQEMY4u6rcj498Mge8K3AXpxWZubNo7mbMN4K9Mgwg4SMSg0WNkvh3zzcGhlXkGO1hWP1UU6KY6U4JGq2qGfuCYjFJWjKqlSnmLJ6Bti38mlBs7ddcIUY&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
343,"MSI Modern 15",61990,4,63,https://www.flipkart.com/msi-modern-15-intel-core-i7-13th-gen-1355u-8-gb-512-gb-ssd-windows-11-home-b13m-290in-thin-light-laptop/p/itm0f94783eefc47?pid=COMGMV6VU38G9B7K&lid=LSTCOMGMV6VU38G9B7KCMW0HD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_370&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMGMV6VU38G9B7K.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core i7 Processor (13th Gen)","8 GB DDR4 RAM","Windows 11","512 GB SSD","1 Year Carry-in Warranty"
344,"HP 14 AI PC",85990,4.1,790,https://www.flipkart.com/hp-14-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-14-ep1152tu-thin-light-laptop/p/itm448874079369f?pid=COMHG98EXZ3AJYZN&lid=LSTCOMHG98EXZ3AJYZNODD67U&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_378&otracker=search&fm=organic&iid=en_72249mJvPu-LQEMY4u6rcj498Mge8K3AXpxWZubNo7mb48CZmgfMJ4vblEatnU4wa95Ym7PGNlW2mSQwI-DoQCGkgDYpheMzpTOfbcb9jJqnmLJ6Bti38mlBs7ddcIUY&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Warranty"
345,"ASUS Vivobook S14 (2026)",74990,4.4,38,https://www.flipkart.com/asus-vivobook-s14-2026-metallic-design-gaming-grade-cpu-amd-ryzen-5-220-16-gb-512-gb-ssd-windows-11-home-m3407ha-ly136ws-thin-light-laptop/p/itm445af2e30cd63?pid=COMHHHBZF5ZZGCK7&lid=LSTCOMHHHBZF5ZZGCK7SYOVJA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_379&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMHHHBZF5ZZGCK7.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 5 Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
346,"Acer Aspire Lite",63574,3.8,276,https://www.flipkart.com/acer-aspire-lite-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-al15-52-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMGXPH6NHHZFKTZ&lid=LSTCOMGXPH6NHHZFKTZEMQSJ8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_380&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMGXPH6NHHZFKTZ.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (12th Gen)","8 GB DDR4 RAM","Windows 11","512 GB SSD","1 Year Carry-in Warranty"
347,"Samsung Galaxy Book5 AI Metal",91990,4.6,463,https://www.flipkart.com/samsung-galaxy-book5-ai-metal-intel-core-ultra-7-255u-16-gb-512-gb-ssd-windows-11-home-np750xhd-thin-light-laptop/p/itma9c081cdbe95d?pid=COMHE4ATBCUTGUYT&lid=LSTCOMHE4ATBCUTGUYTJZ7NHN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_381&otracker=search&fm=organic&iid=en_72249mJvPu-LQEMY4u6rcj498Mge8K3AXpxWZubNo7k9x-9bqdYYk4hb0vV2s822_54vlUw9QAlUFlRYR6QtY8H5LP6GMXD1iSKF2pPmS-QXcHafzxkgImFZVj1dOosf&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB LPDDR5X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
348,"HP OMEN AI",134990,4.5,112,https://www.flipkart.com/hp-omen-ai-amd-ryzen-7-octa-core-350-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-16-ap0165ax-gaming-laptop/p/itm5661c90728083?pid=COMHEHHXKFQSABXZ&lid=LSTCOMHEHHXKFQSABXZEF3JCN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_382&otracker=search&fm=organic&iid=en_72249mJvPu-LQEMY4u6rcj498Mge8K3AXpxWZubNo7nyxsSCBpZtWefB-U7H65PjSt8s0FwzStmVNuDw0YIb7vRQYaQqNgqexXd2bqUccoJO3-Lk_YPBnhl9NQwZIcxq&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen AI 7 Octa Core Processor","24 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Warranty"
349,"MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen)",72990,4.4,1197,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i7-14th-gen-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itmf0b4d7c55543d?pid=COMHAUZWUZNATFET&lid=LSTCOMHAUZWUZNATFETMS2VMV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_386&otracker=search&fm=organic&iid=bb24dd92-a6b9-4717-aa1f-2d4169dd5fa8.COMHAUZWUZNATFET.SEARCH&ppt=sp&ppn=sp&ssid=d5jlwz2asg0000001784731004443&qH=312f91285e048e09&ov_redirect=true,"Intel Core 7 Processor (Series 2)","16 GB DDR5 RAM","64 bit Windows 11","512 GB SSD","1 Year Onsite Warranty"
350,"Lenovo LOQ",105090,4.3,1435,https://www.flipkart.com/lenovo-loq-intel-core-i5-12th-gen-12450hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-105-w-15iax9-15iax9d2-gaming-laptop/p/itme3e94a3f73f71?pid=COMHYXVABRPB2XQ5&lid=LSTCOMHYXVABRPB2XQ57M1XQE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_383&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMHYXVABRPB2XQ5.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (12th Gen)","16 GB DDR5 RAM","64 bit Windows 11","512 GB SSD","1Yr Warranty and 1 Yr Accidental Damage Protection"
351,"Samsung Galaxy Book4 Metal",56990,4.4,19735,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-np750xgj-lg6in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_387&otracker=search&fm=organic&iid=en_oBHvg-1T8Y95Zlcwidac2aI2P_hPpCfXrqFyz49Z5Q3UkMjQ-izvxugOiMRhHcH5sfGME0kkMQMICwGxasfmZSpiZoP3ZcDDMuaOuWFYumPG8fggMkp7s6FL6Qbnk5v9&ppt=sp&ppn=sp&ssid=d5jlwz2asg0000001784731004443&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (13th Gen)","8 GB LPDDR4X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
352,"Lenovo LOQ",118990,4.4,96,https://www.flipkart.com/lenovo-loq-intel-core-i7-13th-gen-13650hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15irx9d2-15irx9-gaming-laptop/p/itme3e94a3f73f71?pid=COMGWU8YHUDDTCQ5&lid=LSTCOMGWU8YHUDDTCQ5SIZ0BZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_16_384&otracker=search&fm=organic&iid=ad76d888-6edf-4c0a-94e4-fbd4f6028269.COMGWU8YHUDDTCQ5.SEARCH&ppt=sp&ppn=sp&ssid=ev4ptcp0000000001784730999209&qH=312f91285e048e09&ov_redirect=true,"Intel Core i7 Processor (13th Gen)","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
353,"Samsung Galaxy Book4 Metal",57490,4.4,10670,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg9in-thin-light-laptop/p/itmc29d559898e6f?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_388&otracker=search&fm=organic&iid=en_oBHvg-1T8Y95Zlcwidac2aI2P_hPpCfXrqFyz49Z5Q2EzfX3ulcK4aiGz06sERURVqKfzRTPmTYCvEc1OQ2_kCChg9vAnpscSdI7uOc1ZHXG8fggMkp7s6FL6Qbnk5v9&ppt=sp&ppn=sp&ssid=d5jlwz2asg0000001784731004443&qH=312f91285e048e09&ov_redirect=true,"Intel Core i3 Processor (13th Gen)","8 GB LPDDR4X RAM","64 bit Windows 11","512 GB SSD","1 Year Onsite Warranty"
354,"Lenovo V15 Series",54878,3.9,57,https://www.flipkart.com/lenovo-v15-series-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itmdcccd5f5d1865?pid=COMGWB8RZZHCZGMA&lid=LSTCOMGWB8RZZHCZGMAJIWUEZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_385&otracker=search&fm=organic&iid=bb24dd92-a6b9-4717-aa1f-2d4169dd5fa8.COMGWB8RZZHCZGMA.SEARCH&ppt=sp&ppn=sp&ssid=d5jlwz2asg0000001784731004443&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 5 Quad Core Processor","8 GB DDR5 RAM","Windows 11","512 GB SSD","1 Year Onsite Warranty"
355,"HP Pavilion 15",68338,4.7,3,https://www.flipkart.com/hp-pavilion-15-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-15-eh3101au-thin-light-laptop/p/itm644a41c66520c?pid=COMGYH8GSGTZZ2CF&lid=LSTCOMGYH8GSGTZZ2CFKO5GJS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_389&otracker=search&fm=organic&iid=bb24dd92-a6b9-4717-aa1f-2d4169dd5fa8.COMGYH8GSGTZZ2CF.SEARCH&ppt=sp&ppn=sp&ssid=d5jlwz2asg0000001784731004443&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 7 Octa Core Processor","16 GB DDR4 RAM","64 bit Windows 11","512 GB SSD","1 Year Onsite Warranty"
356,"Lenovo Legion Pro 5 WQXGA OLED",231490,4.7,43,https://www.flipkart.com/lenovo-legion-pro-5-wqxga-oled-intel-core-ultra-9-275hx-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5070-16iax10-gaming-laptop/p/itm0968b6925c1fe?pid=COMHHDHYSNJ5R7YY&lid=LSTCOMHHDHYSNJ5R7YYN3FELH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_390&otracker=search&fm=organic&iid=bb24dd92-a6b9-4717-aa1f-2d4169dd5fa8.COMHHDHYSNJ5R7YY.SEARCH&ppt=sp&ppn=sp&ssid=d5jlwz2asg0000001784731004443&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 9 Processor","32 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Service"
357,"HP Omnibook 3 2K WUXGA",72990,4.1,11,https://www.flipkart.com/hp-omnibook-3-2k-wuxga-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-14-hz0024qu-laptop/p/itmbd5346cd09abc?pid=COMHZGK2ACSECZB5&lid=LSTCOMHZGK2ACSECZB52ALLPO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_391&otracker=search&fm=organic&iid=en_oBHvg-1T8Y95Zlcwidac2aI2P_hPpCfXrqFyz49Z5Q3AikdI454RNmIhPNV4TCfTQDaMOpjaAqIhVlr2eDOqkK8WMJxc_eOD3pdFe_35DQXG8fggMkp7s6FL6Qbnk5v9&ppt=sp&ppn=sp&ssid=d5jlwz2asg0000001784731004443&qH=312f91285e048e09&ov_redirect=true,"Snapdragon X Processor","16 GB LPDDR5X RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Service"
358,"HP 15 (i5 14th Gen)",82990,4.2,195,https://www.flipkart.com/hp-15-i5-14th-gen-intel-core-5-120u-24-gb-512-gb-ssd-windows-11-home-15-fd0262tu-thin-light-laptop/p/itm027a3317f4ff9?pid=COMHM94A7PHVCQT7&lid=LSTCOMHM94A7PHVCQT7QTPOH7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_131&otracker=search&fm=organic&iid=en_1qIIdxl_62nbzkykufBv_4rOMbEfrCxKIHfFLHZ5bk5UTTmLW7hIH64rE66nhABeajNODExQ3AD2YwLVEpFEnL-0TByd-y2aowfbZcqv2qDgae-kpFEgIWrWoEcewlkZ&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,"Intel Core 5 Processor","24 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Service"
359,"DELL 15 (Previouly Inspiron)",57990,4.5,6,https://www.flipkart.com/dell-15-previouly-inspiron-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-dc15255-thin-light-laptop/p/itmb80bb4e819164?pid=COMHDXXUHGDCHMQX&lid=LSTCOMHDXXUHGDCHMQXUEUE9X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_392&otracker=search&fm=organic&iid=en_oBHvg-1T8Y95Zlcwidac2aI2P_hPpCfXrqFyz49Z5Q08wxItT9b8neoKWuU_zYFAKS7KjhXWMehRCKPAR7kLILb6bL0Zx_kaK68EeWHdQeDG8fggMkp7s6FL6Qbnk5v9&ppt=sp&ppn=sp&ssid=d5jlwz2asg0000001784731004443&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 5 Quad Core Processor","8 GB LPDDR5 RAM","Windows 11","512 GB SSD","1 Year Onsite Warranty"
360,"HP 14 AI PC",79990,4.1,790,https://www.flipkart.com/hp-14-ai-pc-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-14-ep1151tu-14-gr1036tu-14-ep1151tu-thin-light-laptop/p/itm4c681812b88bf?pid=COMHF8G932EYZAJF&lid=LSTCOMHF8G932EYZAJFOUI9CA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_17_402&otracker=search&fm=organic&iid=en_oBHvg-1T8Y95Zlcwidac2aI2P_hPpCfXrqFyz49Z5Q2YEb4NugZhTvWmr4rTG_tCWhvkrgYyY8XL-uErF8970aU4JGq2qGfuCYjFJWjKqlTuqIONvV4T0YNDDd5Ax2bB&ppt=sp&ppn=sp&ssid=d5jlwz2asg0000001784731004443&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
